"concat('it001',`assignment_id`)","concat('it001',`problem_id`)","concat('it001', username)",is_final,status,pre_score,coefficient,"concat('it001',`language_id`)",created_at,updated_at,judgement
90ce27571176d87961b565d5ef4b3de33ede04ac,8b15ab090e1e8ec3284cf78746d94ffa00bd201b,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-09 09:42:44,10-09 09:42:54,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
90ce27571176d87961b565d5ef4b3de33ede04ac,8b15ab090e1e8ec3284cf78746d94ffa00bd201b,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,10000,100,it0012,10-09 09:43:19,10-09 09:43:27,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
90ce27571176d87961b565d5ef4b3de33ede04ac,cdcd804fa38c80b91cc9ceef05c1734b0cbcce94,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-09 09:53:15,10-09 09:53:23,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
90ce27571176d87961b565d5ef4b3de33ede04ac,9ec58869b69a632e3cba27924e342ba40eb378b0,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-13 14:07:32,10-13 14:07:40,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
90ce27571176d87961b565d5ef4b3de33ede04ac,06cf149fef4eeb0c9627439503388da93f2a76f4,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-13 14:27:15,10-13 14:27:24,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
90ce27571176d87961b565d5ef4b3de33ede04ac,217ba7563116dab9ca8bf00875e14cec255d7525,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,0,100,it0012,10-13 14:29:46,10-14 02:38:10,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":10}}"
90ce27571176d87961b565d5ef4b3de33ede04ac,fb2b7b2f70b04f35cfc0003bb2ff5c9e8254b092,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-13 14:37:47,10-13 14:37:54,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
90ce27571176d87961b565d5ef4b3de33ede04ac,1d824e02c40fecdae25d89c0357410997dfbf799,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,0,100,it0012,10-13 14:42:54,10-13 14:44:02,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":10}}"
90ce27571176d87961b565d5ef4b3de33ede04ac,1d824e02c40fecdae25d89c0357410997dfbf799,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-13 14:43:55,10-13 14:44:02,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
90ce27571176d87961b565d5ef4b3de33ede04ac,d0a6ec65f51bdd2de414cc001e06ce58bb5907af,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,Compilation Error,0,100,it0012,10-14 00:22:11,10-14 00:23:02,"{""times"":[],""mems"":[],""verdicts"":{""\n\nIn function 'int main()':\n10:34: error: 'setprecision' was not declared in this scope\n"":1}}"
90ce27571176d87961b565d5ef4b3de33ede04ac,d0a6ec65f51bdd2de414cc001e06ce58bb5907af,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,8461,100,it0012,10-14 00:22:54,10-14 01:44:34,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":2}}"
90ce27571176d87961b565d5ef4b3de33ede04ac,d0a6ec65f51bdd2de414cc001e06ce58bb5907af,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,8461,100,it0012,10-14 00:24:25,10-14 00:24:33,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":2}}"
90ce27571176d87961b565d5ef4b3de33ede04ac,f86c7e74f00cdc9777cba2ed6041a482869c8040,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,7272,100,it0012,10-14 00:45:19,10-14 01:11:23,"{""times"":[0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":3}}"
90ce27571176d87961b565d5ef4b3de33ede04ac,f86c7e74f00cdc9777cba2ed6041a482869c8040,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,0,100,it0012,10-14 00:48:39,10-14 00:48:54,"{""times"":[0.53,0.52,0.55,0.52,0.54,0.54,0.54,0.55,0.52,0.54,0.52],""mems"":[1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984],""verdicts"":{""Time Limit Exceeded"":11}}"
90ce27571176d87961b565d5ef4b3de33ede04ac,f86c7e74f00cdc9777cba2ed6041a482869c8040,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,7272,100,it0012,10-14 00:49:36,10-14 00:49:43,"{""times"":[0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":3}}"
90ce27571176d87961b565d5ef4b3de33ede04ac,f86c7e74f00cdc9777cba2ed6041a482869c8040,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-14 01:11:14,10-14 01:11:23,"{""times"":[0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
90ce27571176d87961b565d5ef4b3de33ede04ac,6e5086227ee6b4fed117a2407a74767564eec959,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,Compilation Error,0,100,it0012,10-14 01:29:45,10-14 01:35:02,"{""times"":[],""mems"":[],""verdicts"":{""\n\nforbidden phrase: &quot;switch&quot; is banned\n"":1}}"
90ce27571176d87961b565d5ef4b3de33ede04ac,6e5086227ee6b4fed117a2407a74767564eec959,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,Compilation Error,0,100,it0012,10-14 01:34:27,10-14 01:34:28,"{""times"":[],""mems"":[],""verdicts"":{""\n\nIn function 'int main()':\n19:9: error: 'n' was not declared in this scope\n"":1}}"
90ce27571176d87961b565d5ef4b3de33ede04ac,6e5086227ee6b4fed117a2407a74767564eec959,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-14 01:34:55,10-14 01:35:02,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
90ce27571176d87961b565d5ef4b3de33ede04ac,d0a6ec65f51bdd2de414cc001e06ce58bb5907af,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,8461,100,it0012,10-14 01:38:19,10-14 01:38:28,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":2}}"
90ce27571176d87961b565d5ef4b3de33ede04ac,d0a6ec65f51bdd2de414cc001e06ce58bb5907af,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-14 01:44:26,10-14 01:44:34,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
90ce27571176d87961b565d5ef4b3de33ede04ac,217ba7563116dab9ca8bf00875e14cec255d7525,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-14 02:38:03,10-14 02:38:10,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,e8b67e20b62d0aa42092538a5983c71604bd40e9,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,0,100,it0012,10-23 07:29:28,10-23 07:44:59,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":10}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,e8b67e20b62d0aa42092538a5983c71604bd40e9,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-23 07:44:52,10-23 07:44:59,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,ff75347a4671d84aba7db89af5a1de668661f692,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,Compilation Error,0,100,it0012,10-23 08:29:44,10-23 08:38:36,"{""times"":[],""mems"":[],""verdicts"":{""\n\nIn function 'int main()':\n15:32: error: expected ';' before ')' token\n"":1}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,ff75347a4671d84aba7db89af5a1de668661f692,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,555,100,it0012,10-23 08:38:11,10-23 08:42:11,"{""times"":[0.52,0.53,0,0.53,0.54,0.54,0.53,0.53,0.52,0.53,0.53,0.52,0.53,0.52,0.51,0.54,0.52,0.51],""mems"":[1984,1984,0,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984],""verdicts"":{""Time Limit Exceeded"":17}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,ff75347a4671d84aba7db89af5a1de668661f692,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,2777,100,it0012,10-23 08:41:58,10-23 09:09:14,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":13}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,ff75347a4671d84aba7db89af5a1de668661f692,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,2777,100,it0012,10-23 08:46:51,10-23 08:47:06,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":13}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,ff75347a4671d84aba7db89af5a1de668661f692,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,2777,100,it0012,10-23 09:05:05,10-23 09:05:18,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":13}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,ff75347a4671d84aba7db89af5a1de668661f692,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-23 09:09:01,10-23 09:09:14,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,008f8e9b0f4fac6b5f188f0dc8d118a8b19aabee,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-23 09:24:48,10-23 09:25:01,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,4da0ea9378c7040ad1e6581da8586f8ec7385448,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-23 09:34:15,10-23 09:34:20,"{""times"":[0,0,0,0,0],""mems"":[0,0,0,0,0],""verdicts"":[]}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,b31df36d4dbdf78290b915f20595a9f7baced9c3,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,Compilation Error,0,100,it0012,10-27 06:58:34,10-27 06:59:07,"{""times"":[],""mems"":[],""verdicts"":{""\n\n21:1: error: expected declaration before '}' token\n"":1}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,b31df36d4dbdf78290b915f20595a9f7baced9c3,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-27 06:58:57,10-27 06:59:07,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,127eacfe9dfbdfe4e8e5db8dabdaf20dbedbab59,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-27 07:12:12,10-27 07:12:28,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,d3d8534c6cf68a2043b76a3ab71d7e9eaeb7b0ba,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-27 07:59:38,10-27 07:59:47,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,e9d0d5f99a6d4e952a7c0afb4574281b64d80e69,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,1666,100,it0012,10-27 08:08:18,10-28 08:00:04,"{""times"":[0,0,0,0,0,0.52,0.53,0.52,0.51,0.53,0.51,0.51,0.54,0.53,0.51,0.51,0.51,0.53,0.53,0.51,0.51,0.54,0.51,0.52,0.52,0.51,0.51,0.53,0.51,0.52],""mems"":[0,0,0,0,0,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984],""verdicts"":{""Time Limit Exceeded"":25}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,fd66e6bd78793b313c05943e82c744e61aa215cf,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,9000,100,it0012,10-27 08:12:16,10-27 08:16:51,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":1}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,fd66e6bd78793b313c05943e82c744e61aa215cf,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,6000,100,it0012,10-27 08:13:36,10-27 08:13:44,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":4}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,fd66e6bd78793b313c05943e82c744e61aa215cf,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-27 08:16:44,10-27 08:16:51,"{""times"":[0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,e9d0d5f99a6d4e952a7c0afb4574281b64d80e69,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,1333,100,it0012,10-27 08:45:32,10-27 08:46:07,"{""times"":[0,0,0,0,0,0.52,0.53,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.52,0.52,0.51,0.52,0.53,0.52,0.54,0.54,0.51,0.52,0.53,0.52,0.51,0.51,0.54,0.54],""mems"":[0,0,0,0,0,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984],""verdicts"":{""WRONG"":1,""Time Limit Exceeded"":25}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,e9d0d5f99a6d4e952a7c0afb4574281b64d80e69,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,1666,100,it0012,10-27 08:49:26,10-27 08:50:00,"{""times"":[0,0,0,0,0,0.53,0.51,0.52,0.54,0.52,0.51,0.53,0.54,0.54,0.52,0.53,0.51,0.53,0.54,0.53,0.52,0.52,0.51,0.51,0.53,0.52,0.52,0.52,0.53,0.54],""mems"":[0,0,0,0,0,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984],""verdicts"":{""Time Limit Exceeded"":25}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,e9d0d5f99a6d4e952a7c0afb4574281b64d80e69,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,1666,100,it0012,10-27 08:53:26,10-27 08:54:00,"{""times"":[0,0,0,0,0,0.52,0.51,0.52,0.51,0.53,0.51,0.54,0.51,0.54,0.54,0.52,0.53,0.54,0.53,0.52,0.51,0.51,0.52,0.51,0.52,0.54,0.53,0.53,0.53,0.51],""mems"":[0,0,0,0,0,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984],""verdicts"":{""Time Limit Exceeded"":25}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,e9d0d5f99a6d4e952a7c0afb4574281b64d80e69,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,1666,100,it0012,10-27 08:56:56,10-27 08:57:31,"{""times"":[0,0,0,0,0,0.53,0.53,0.53,0.53,0.52,0.54,0.53,0.52,0.51,0.51,0.51,0.53,0.53,0.53,0.51,0.52,0.52,0.52,0.52,0.55,0.51,0.53,0.51,0.51,0.51],""mems"":[0,0,0,0,0,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984],""verdicts"":{""Time Limit Exceeded"":25}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,e9d0d5f99a6d4e952a7c0afb4574281b64d80e69,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,1666,100,it0012,10-28 06:35:17,10-28 06:35:53,"{""times"":[0,0,0,0,0,0.53,0.52,0.52,0.55,0.54,0.52,0.54,0.52,0.51,0.54,0.54,0.52,0.53,0.54,0.54,0.52,0.53,0.54,0.51,0.54,0.54,0.51,0.52,0.52,0.52],""mems"":[0,0,0,0,0,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984],""verdicts"":{""Time Limit Exceeded"":25}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,e9d0d5f99a6d4e952a7c0afb4574281b64d80e69,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,9666,100,it0012,10-28 07:59:45,10-28 08:00:47,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":{""WRONG"":1}}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,e9d0d5f99a6d4e952a7c0afb4574281b64d80e69,ed9eaeb6a707f50154024b24d7efcb874a9795dd,1,SCORE,10000,100,it0012,10-28 08:00:29,10-28 08:00:47,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
1903f6cfa6e2b38e3d5b064806ae23df57f6c730,e9d0d5f99a6d4e952a7c0afb4574281b64d80e69,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,SCORE,10000,100,it0012,10-28 08:00:49,10-28 08:01:08,"{""times"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""mems"":[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],""verdicts"":[]}"
84d70d0ee895eff107cd164c520c0544f1ba856b,4a932f74a2e16fd5b287c4c8c463af66589abde1,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,Compilation Error,0,100,it0012,11-12 10:43:27,11-12 13:07:18,"{""times"":[],""mems"":[],""verdicts"":{""\n\nforbidden phrase: &quot;while&quot; is banned\n"":1}}"
84d70d0ee895eff107cd164c520c0544f1ba856b,4a932f74a2e16fd5b287c4c8c463af66589abde1,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,Compilation Error,0,100,it0012,11-12 11:20:59,11-12 11:21:01,"{""times"":[],""mems"":[],""verdicts"":{""\n\nIn function 'int main()':\n14:5: error: 'input' was not declared in this scope\n"":1}}"
84d70d0ee895eff107cd164c520c0544f1ba856b,4a932f74a2e16fd5b287c4c8c463af66589abde1,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,Compilation Error,0,100,it0012,11-12 11:27:07,11-12 11:27:08,"{""times"":[],""mems"":[],""verdicts"":{""\n\nIn function 'int main()':\n14:5: error: 'input' was not declared in this scope\n"":1}}"
84d70d0ee895eff107cd164c520c0544f1ba856b,8c913ac94fcc5729fad08cd1ccee857ba0a1f1fa,ed9eaeb6a707f50154024b24d7efcb874a9795dd,0,Compilation Error,0,100,it0012,11-12 11:51:01,11-12 11:56:54,"{""times"":[],""mems"":[],""verdicts"":{""\n\nIn function 'int main()':\n12:2: error: 'cin' was not declared in this scope; did you mean 'std::cin'?\n13:2: error: 'cout' was not declared in this scope; did you mean 'std::cout'?\n"":1}}"
